rsi_timeperiod,rsi_lower,rsi_width,roc_timeperiod,roc_lower,roc_width,rebalance_freq,rsi,roc,freq,value
5,40,20,22,0.11,0.35,5,"(5, 40, 20)","(22, 0.11, 0.35)",5,-0.794008163
35,10,30,2,0.01,0.05,15,"(35, 10, 30)","(2, 0.01, 0.05)",15,0.099050786
5,40,30,42,0.01,0.35,5,"(5, 40, 30)","(42, 0.01, 0.35)",5,-0.646655076
5,40,20,2,0.21,0.05,15,"(5, 40, 20)","(2, 0.21, 0.05)",15,0.071794368
5,40,20,2,0.21,0.35,5,"(5, 40, 20)","(2, 0.21, 0.35)",5,-0.764374076
5,40,20,2,0.21,0.65,15,"(5, 40, 20)","(2, 0.21, 0.65)",15,0.028325979
5,40,20,2,0.21,0.95,5,"(5, 40, 20)","(2, 0.21, 0.95)",5,-0.764374076
5,40,30,2,0.21,0.05,15,"(5, 40, 30)","(2, 0.21, 0.05)",15,0.028325979
5,40,30,2,0.21,0.35,5,"(5, 40, 30)","(2, 0.21, 0.35)",5,-0.764374076
5,40,30,2,0.21,0.65,15,"(5, 40, 30)","(2, 0.21, 0.65)",15,0.028325979
5,40,30,2,0.21,0.95,5,"(5, 40, 30)","(2, 0.21, 0.95)",5,
35,40,10,2,0.21,0.05,15,"(35, 40, 10)","(2, 0.21, 0.05)",15,
35,40,10,2,0.21,0.35,5,"(35, 40, 10)","(2, 0.21, 0.35)",5,
35,40,10,2,0.21,0.65,15,"(35, 40, 10)","(2, 0.21, 0.65)",15,
35,40,10,2,0.21,0.95,5,"(35, 40, 10)","(2, 0.21, 0.95)",5,
35,40,20,2,0.21,0.05,15,"(35, 40, 20)","(2, 0.21, 0.05)",15,
35,40,20,2,0.21,0.35,5,"(35, 40, 20)","(2, 0.21, 0.35)",5,
35,40,20,2,0.21,0.65,15,"(35, 40, 20)","(2, 0.21, 0.65)",15,
35,40,20,2,0.21,0.95,5,"(35, 40, 20)","(2, 0.21, 0.95)",5,
35,40,30,2,0.21,0.05,15,"(35, 40, 30)","(2, 0.21, 0.05)",15,
35,40,30,2,0.21,0.35,5,"(35, 40, 30)","(2, 0.21, 0.35)",5,
35,40,30,2,0.21,0.65,15,"(35, 40, 30)","(2, 0.21, 0.65)",15,
35,40,30,2,0.21,0.95,5,"(35, 40, 30)","(2, 0.21, 0.95)",5,
65,40,10,2,0.21,0.05,15,"(65, 40, 10)","(2, 0.21, 0.05)",15,
65,40,10,2,0.21,0.35,5,"(65, 40, 10)","(2, 0.21, 0.35)",5,
65,40,10,2,0.21,0.65,15,"(65, 40, 10)","(2, 0.21, 0.65)",15,
65,40,10,2,0.21,0.95,5,"(65, 40, 10)","(2, 0.21, 0.95)",5,-0.637875685
65,40,20,2,0.21,0.05,15,"(65, 40, 20)","(2, 0.21, 0.05)",15,0.228690307
65,40,20,2,0.21,0.35,5,"(65, 40, 20)","(2, 0.21, 0.35)",5,-0.521661477
65,40,20,2,0.21,0.65,15,"(65, 40, 20)","(2, 0.21, 0.65)",15,0.176077839
65,40,20,2,0.21,0.95,5,"(65, 40, 20)","(2, 0.21, 0.95)",5,-0.521661477
65,40,30,2,0.21,0.05,15,"(65, 40, 30)","(2, 0.21, 0.05)",15,0.176077839
65,40,30,2,0.21,0.35,5,"(65, 40, 30)","(2, 0.21, 0.35)",5,-0.521661477
65,40,30,2,0.21,0.65,15,"(65, 40, 30)","(2, 0.21, 0.65)",15,0.176077839
65,40,30,2,0.21,0.95,5,"(65, 40, 30)","(2, 0.21, 0.95)",5,0.038829529
95,40,10,2,0.21,0.05,15,"(95, 40, 10)","(2, 0.21, 0.05)",15,0.093183871
95,40,10,2,0.21,0.35,5,"(95, 40, 10)","(2, 0.21, 0.35)",5,-0.326757644
95,40,10,2,0.21,0.65,15,"(95, 40, 10)","(2, 0.21, 0.65)",15,-0.360166486
95,40,10,2,0.21,0.95,5,"(95, 40, 10)","(2, 0.21, 0.95)",5,-0.326757644
95,40,20,2,0.21,0.05,15,"(95, 40, 20)","(2, 0.21, 0.05)",15,-0.360166486
95,40,20,2,0.21,0.35,5,"(95, 40, 20)","(2, 0.21, 0.35)",5,-0.326757644
95,40,20,2,0.21,0.65,15,"(95, 40, 20)","(2, 0.21, 0.65)",15,-0.360166486
95,40,20,2,0.21,0.95,5,"(95, 40, 20)","(2, 0.21, 0.95)",5,-0.687727209
95,40,30,2,0.21,0.05,15,"(95, 40, 30)","(2, 0.21, 0.05)",15,-0.628388126
95,40,30,2,0.21,0.35,5,"(95, 40, 30)","(2, 0.21, 0.35)",5,-0.478993579
95,40,30,2,0.21,0.65,15,"(95, 40, 30)","(2, 0.21, 0.65)",15,-0.628388126
95,40,30,2,0.21,0.95,5,"(95, 40, 30)","(2, 0.21, 0.95)",5,-0.478993579
5,40,10,22,0.11,0.35,15,"(5, 40, 10)","(22, 0.11, 0.35)",15,-0.628388126
5,40,10,22,0.11,0.65,5,"(5, 40, 10)","(22, 0.11, 0.65)",5,-0.478993579
5,40,10,22,0.11,0.95,15,"(5, 40, 10)","(22, 0.11, 0.95)",15,-0.628388126
35,40,20,42,0.11,0.35,5,"(35, 40, 20)","(42, 0.11, 0.35)",5,0.075665075
35,40,20,42,0.11,0.65,15,"(35, 40, 20)","(42, 0.11, 0.65)",15,0.298993839
35,40,20,42,0.11,0.95,5,"(35, 40, 20)","(42, 0.11, 0.95)",5,-0.805836345
35,40,30,22,0.21,0.35,15,"(35, 40, 30)","(22, 0.21, 0.35)",15,0.077648161
35,40,30,22,0.21,0.65,5,"(35, 40, 30)","(22, 0.21, 0.65)",5,-0.833271027
35,40,30,22,0.21,0.95,15,"(35, 40, 30)","(22, 0.21, 0.95)",15,0.077648161
65,40,20,22,0.21,0.35,5,"(65, 40, 20)","(22, 0.21, 0.35)",5,-0.833271027
65,40,20,22,0.21,0.65,15,"(65, 40, 20)","(22, 0.21, 0.65)",15,0.077648161
65,40,20,22,0.21,0.95,5,"(65, 40, 20)","(22, 0.21, 0.95)",5,-0.622944332
65,40,30,22,0.21,0.35,15,"(65, 40, 30)","(22, 0.21, 0.35)",15,0.220964756
65,40,30,22,0.21,0.65,5,"(65, 40, 30)","(22, 0.21, 0.65)",5,-0.94332375
65,40,30,22,0.21,0.95,15,"(65, 40, 30)","(22, 0.21, 0.95)",15,0.192161657
95,40,20,22,0.21,0.35,5,"(95, 40, 20)","(22, 0.21, 0.35)",5,-1.009977363
95,40,20,22,0.21,0.65,15,"(95, 40, 20)","(22, 0.21, 0.65)",15,0.192161657
95,40,20,22,0.21,0.95,5,"(95, 40, 20)","(22, 0.21, 0.95)",5,-1.006192097
95,40,30,22,0.21,0.35,15,"(95, 40, 30)","(22, 0.21, 0.35)",15,0.192161657
95,40,30,22,0.21,0.65,5,"(95, 40, 30)","(22, 0.21, 0.65)",5,-0.639306111
95,40,30,22,0.21,0.95,15,"(95, 40, 30)","(22, 0.21, 0.95)",15,-0.071262489
65,70,10,2,0.01,0.05,5,"(65, 70, 10)","(2, 0.01, 0.05)",5,-0.621237515
65,70,10,2,0.01,0.35,15,"(65, 70, 10)","(2, 0.01, 0.35)",15,-0.071262489
65,70,10,2,0.01,0.65,5,"(65, 70, 10)","(2, 0.01, 0.65)",5,-0.621237515
65,70,10,2,0.01,0.95,15,"(65, 70, 10)","(2, 0.01, 0.95)",15,-0.071262489
65,70,20,2,0.01,0.05,5,"(65, 70, 20)","(2, 0.01, 0.05)",5,-0.545991691
65,70,20,2,0.01,0.35,15,"(65, 70, 20)","(2, 0.01, 0.35)",15,-0.071262489
65,70,20,2,0.01,0.65,5,"(65, 70, 20)","(2, 0.01, 0.65)",5,-0.028868369
65,70,20,2,0.01,0.95,15,"(65, 70, 20)","(2, 0.01, 0.95)",15,0.216629947
65,70,30,2,0.01,0.05,5,"(65, 70, 30)","(2, 0.01, 0.05)",5,-0.495701732
65,70,30,2,0.01,0.35,15,"(65, 70, 30)","(2, 0.01, 0.35)",15,0.20206504
65,70,30,2,0.01,0.65,5,"(65, 70, 30)","(2, 0.01, 0.65)",5,-0.496614865
65,70,30,2,0.01,0.95,15,"(65, 70, 30)","(2, 0.01, 0.95)",15,0.20206504
95,40,20,22,0.01,0.35,5,"(95, 40, 20)","(22, 0.01, 0.35)",5,-0.496614865
65,40,20,42,0.11,0.05,15,"(65, 40, 20)","(42, 0.11, 0.05)",15,0.20206504
5,40,30,22,0.11,0.35,5,"(5, 40, 30)","(22, 0.11, 0.35)",5,-0.994544442
5,40,30,22,0.11,0.65,15,"(5, 40, 30)","(22, 0.11, 0.65)",15,-0.224016956
5,40,30,22,0.11,0.95,5,"(5, 40, 30)","(22, 0.11, 0.95)",5,-1.505234397
5,40,10,2,0.11,0.05,15,"(5, 40, 10)","(2, 0.11, 0.05)",15,-0.235833495
5,40,10,2,0.11,0.35,5,"(5, 40, 10)","(2, 0.11, 0.35)",5,-1.505234397
5,40,10,2,0.11,0.65,15,"(5, 40, 10)","(2, 0.11, 0.65)",15,-0.235833495
5,40,10,2,0.11,0.95,5,"(5, 40, 10)","(2, 0.11, 0.95)",5,-1.505234397
95,40,20,42,0.11,0.35,15,"(95, 40, 20)","(42, 0.11, 0.35)",15,-0.235833495
35,70,10,22,0.11,0.05,5,"(35, 70, 10)","(22, 0.11, 0.05)",5,-0.618944896
35,70,20,22,0.11,0.05,15,"(35, 70, 20)","(22, 0.11, 0.05)",15,-0.166115609
35,70,30,22,0.11,0.05,5,"(35, 70, 30)","(22, 0.11, 0.05)",5,-0.803825402
35,40,10,2,0.11,0.35,15,"(35, 40, 10)","(2, 0.11, 0.35)",15,0.099050786
35,40,10,2,0.11,0.65,5,"(35, 40, 10)","(2, 0.11, 0.65)",5,-0.803825402
35,40,10,2,0.11,0.95,15,"(35, 40, 10)","(2, 0.11, 0.95)",15,0.099050786
35,40,20,2,0.11,0.35,5,"(35, 40, 20)","(2, 0.11, 0.35)",5,-0.803825402
35,40,20,2,0.11,0.65,15,"(35, 40, 20)","(2, 0.11, 0.65)",15,0.099050786
35,40,20,2,0.11,0.95,5,"(35, 40, 20)","(2, 0.11, 0.95)",5,-0.678236234
35,40,30,2,0.11,0.35,15,"(35, 40, 30)","(2, 0.11, 0.35)",15,0.11700511
35,40,30,2,0.11,0.65,5,"(35, 40, 30)","(2, 0.11, 0.65)",5,-0.754201861
35,40,30,2,0.11,0.95,15,"(35, 40, 30)","(2, 0.11, 0.95)",15,0.119258717
5,40,30,62,0.11,0.35,5,"(5, 40, 30)","(62, 0.11, 0.35)",5,-0.754201861
5,70,20,62,0.01,0.05,15,"(5, 70, 20)","(62, 0.01, 0.05)",15,0.119258717
35,70,10,42,0.21,0.05,5,"(35, 70, 10)","(42, 0.21, 0.05)",5,-0.754201861
35,70,20,42,0.21,0.05,15,"(35, 70, 20)","(42, 0.21, 0.05)",15,0.119258717
35,70,30,42,0.21,0.05,5,"(35, 70, 30)","(42, 0.21, 0.05)",5,
65,40,20,62,0.21,0.35,15,"(65, 40, 20)","(62, 0.21, 0.35)",15,
5,40,10,22,0.01,0.35,5,"(5, 40, 10)","(22, 0.01, 0.35)",5,
5,40,10,22,0.01,0.65,15,"(5, 40, 10)","(22, 0.01, 0.65)",15,
5,40,10,22,0.01,0.95,5,"(5, 40, 10)","(22, 0.01, 0.95)",5,
65,40,10,22,0.11,0.05,15,"(65, 40, 10)","(22, 0.11, 0.05)",15,
65,40,20,62,0.21,0.95,5,"(65, 40, 20)","(62, 0.21, 0.95)",5,
35,70,10,2,0.01,0.05,15,"(35, 70, 10)","(2, 0.01, 0.05)",15,
35,70,10,2,0.01,0.35,5,"(35, 70, 10)","(2, 0.01, 0.35)",5,
35,70,10,2,0.01,0.65,15,"(35, 70, 10)","(2, 0.01, 0.65)",15,
35,70,10,2,0.01,0.95,5,"(35, 70, 10)","(2, 0.01, 0.95)",5,
35,70,20,2,0.01,0.05,15,"(35, 70, 20)","(2, 0.01, 0.05)",15,
35,70,20,2,0.01,0.35,5,"(35, 70, 20)","(2, 0.01, 0.35)",5,
35,70,20,2,0.01,0.65,15,"(35, 70, 20)","(2, 0.01, 0.65)",15,
35,70,20,2,0.01,0.95,5,"(35, 70, 20)","(2, 0.01, 0.95)",5,
35,70,30,2,0.01,0.05,15,"(35, 70, 30)","(2, 0.01, 0.05)",15,
35,70,30,2,0.01,0.35,5,"(35, 70, 30)","(2, 0.01, 0.35)",5,-0.559695143
35,70,30,2,0.01,0.65,15,"(35, 70, 30)","(2, 0.01, 0.65)",15,0.303528717
35,70,30,2,0.01,0.95,5,"(35, 70, 30)","(2, 0.01, 0.95)",5,-0.513973469
5,70,10,62,0.01,0.05,15,"(5, 70, 10)","(62, 0.01, 0.05)",15,0.145967153
95,40,20,42,0.11,0.05,5,"(95, 40, 20)","(42, 0.11, 0.05)",5,-0.513973469
35,40,20,42,0.11,0.35,15,"(35, 40, 20)","(42, 0.11, 0.35)",15,0.145967153
35,40,20,42,0.11,0.65,5,"(35, 40, 20)","(42, 0.11, 0.65)",5,-0.513973469
35,40,20,42,0.11,0.95,15,"(35, 40, 20)","(42, 0.11, 0.95)",15,0.145967153
5,40,10,62,0.21,0.65,5,"(5, 40, 10)","(62, 0.21, 0.65)",5,0.129285949
5,40,10,62,0.21,0.95,15,"(5, 40, 10)","(62, 0.21, 0.95)",15,0.093183871
5,40,10,22,0.01,0.05,5,"(5, 40, 10)","(22, 0.01, 0.05)",5,-0.321171099
95,40,20,22,0.11,0.65,15,"(95, 40, 20)","(22, 0.11, 0.65)",15,-0.298762224
95,40,20,22,0.11,0.95,5,"(95, 40, 20)","(22, 0.11, 0.95)",5,-0.321171099
5,40,30,62,0.11,0.95,15,"(5, 40, 30)","(62, 0.11, 0.95)",15,-0.298762224
5,40,30,62,0.11,0.65,5,"(5, 40, 30)","(62, 0.11, 0.65)",5,-0.321171099
65,40,20,22,0.01,0.05,15,"(65, 40, 20)","(22, 0.01, 0.05)",15,-0.298762224
5,10,10,22,0.01,0.05,5,"(5, 10, 10)","(22, 0.01, 0.05)",5,-0.687727209
5,10,10,22,0.01,0.35,15,"(5, 10, 10)","(22, 0.01, 0.35)",15,-0.628388126
5,10,10,22,0.01,0.65,5,"(5, 10, 10)","(22, 0.01, 0.65)",5,-0.535267091
5,10,10,22,0.01,0.95,15,"(5, 10, 10)","(22, 0.01, 0.95)",15,-0.556195162
65,40,20,22,0.01,0.05,5,"(65, 40, 20)","(22, 0.01, 0.05)",5,-0.535267091
95,40,20,42,0.11,0.65,15,"(95, 40, 20)","(42, 0.11, 0.65)",15,-0.556195162
95,40,10,2,0.01,0.35,5,"(95, 40, 10)","(2, 0.01, 0.35)",5,-0.535267091
95,40,10,2,0.01,0.65,15,"(95, 40, 10)","(2, 0.01, 0.65)",15,-0.556195162
95,40,10,2,0.01,0.95,5,"(95, 40, 10)","(2, 0.01, 0.95)",5,0.096058298
5,10,10,2,0.01,0.05,15,"(5, 10, 10)","(2, 0.01, 0.05)",15,0.335260679
5,10,10,2,0.01,0.35,5,"(5, 10, 10)","(2, 0.01, 0.35)",5,-0.799744964
5,10,10,2,0.01,0.65,15,"(5, 10, 10)","(2, 0.01, 0.65)",15,0.054962053
5,10,10,2,0.01,0.95,5,"(5, 10, 10)","(2, 0.01, 0.95)",5,-0.826635266
5,40,30,42,0.11,0.35,15,"(5, 40, 30)","(42, 0.11, 0.35)",15,0.054962053
5,40,30,42,0.11,0.65,5,"(5, 40, 30)","(42, 0.11, 0.65)",5,-0.826635266
5,40,30,42,0.11,0.95,15,"(5, 40, 30)","(42, 0.11, 0.95)",15,0.054962053
5,40,30,62,0.01,0.65,5,"(5, 40, 30)","(62, 0.01, 0.65)",5,-0.676630496
5,40,30,62,0.01,0.95,15,"(5, 40, 30)","(62, 0.01, 0.95)",15,0.237612793
65,40,20,62,0.21,0.65,5,"(65, 40, 20)","(62, 0.21, 0.65)",5,-0.982158361
65,40,30,42,0.11,0.05,15,"(65, 40, 30)","(42, 0.11, 0.05)",15,0.222697367
95,40,30,42,0.11,0.05,5,"(95, 40, 30)","(42, 0.11, 0.05)",5,-1.047133237
95,40,20,42,0.11,0.95,15,"(95, 40, 20)","(42, 0.11, 0.95)",15,0.222697367
35,40,20,62,0.21,0.05,5,"(35, 40, 20)","(62, 0.21, 0.05)",5,-1.043167839
35,40,30,62,0.21,0.95,15,"(35, 40, 30)","(62, 0.21, 0.95)",15,0.222697367
65,40,30,62,0.21,0.95,5,"(65, 40, 30)","(62, 0.21, 0.95)",5,-0.639306111
95,40,30,62,0.21,0.95,15,"(95, 40, 30)","(62, 0.21, 0.95)",15,-0.071262489
5,40,20,2,0.11,0.35,5,"(5, 40, 20)","(2, 0.11, 0.35)",5,-0.621237515
5,40,20,2,0.11,0.65,15,"(5, 40, 20)","(2, 0.11, 0.65)",15,-0.071262489
5,40,20,2,0.11,0.95,5,"(5, 40, 20)","(2, 0.11, 0.95)",5,-0.621237515
5,40,30,2,0.11,0.35,15,"(5, 40, 30)","(2, 0.11, 0.35)",15,-0.071262489
5,40,30,2,0.11,0.65,5,"(5, 40, 30)","(2, 0.11, 0.65)",5,-0.545991691
5,40,30,2,0.11,0.95,15,"(5, 40, 30)","(2, 0.11, 0.95)",15,-0.071262489
65,40,10,2,0.11,0.35,5,"(65, 40, 10)","(2, 0.11, 0.35)",5,-0.117758521
65,40,10,2,0.11,0.65,15,"(65, 40, 10)","(2, 0.11, 0.65)",15,0.1274553
65,40,10,2,0.11,0.95,5,"(65, 40, 10)","(2, 0.11, 0.95)",5,-0.52061242
65,40,20,2,0.11,0.35,15,"(65, 40, 20)","(2, 0.11, 0.35)",15,0.166211589
65,40,20,2,0.11,0.65,5,"(65, 40, 20)","(2, 0.11, 0.65)",5,-0.521418596
65,40,20,2,0.11,0.95,15,"(65, 40, 20)","(2, 0.11, 0.95)",15,0.166211589
65,40,30,2,0.11,0.35,5,"(65, 40, 30)","(2, 0.11, 0.35)",5,-0.521418596
65,40,30,2,0.11,0.65,15,"(65, 40, 30)","(2, 0.11, 0.65)",15,0.166211589
65,40,30,2,0.11,0.95,5,"(65, 40, 30)","(2, 0.11, 0.95)",5,-1.030202457
95,40,10,2,0.11,0.35,15,"(95, 40, 10)","(2, 0.11, 0.35)",15,-0.290015941
95,40,10,2,0.11,0.65,5,"(95, 40, 10)","(2, 0.11, 0.65)",5,-1.498610032
95,40,10,2,0.11,0.95,15,"(95, 40, 10)","(2, 0.11, 0.95)",15,-0.24383063
95,40,20,2,0.11,0.35,5,"(95, 40, 20)","(2, 0.11, 0.35)",5,-1.498610032
95,40,20,2,0.11,0.65,15,"(95, 40, 20)","(2, 0.11, 0.65)",15,-0.24383063
95,40,20,2,0.11,0.95,5,"(95, 40, 20)","(2, 0.11, 0.95)",5,-1.498610032
95,40,30,2,0.11,0.35,15,"(95, 40, 30)","(2, 0.11, 0.35)",15,-0.24383063
95,40,30,2,0.11,0.65,5,"(95, 40, 30)","(2, 0.11, 0.65)",5,-0.618944896
95,40,30,2,0.11,0.95,15,"(95, 40, 30)","(2, 0.11, 0.95)",15,-0.166115609
5,70,10,62,0.01,0.05,5,"(5, 70, 10)","(62, 0.01, 0.05)",5,-0.803825402
95,40,20,22,0.01,0.05,15,"(95, 40, 20)","(22, 0.01, 0.05)",15,0.099050786
35,40,20,62,0.11,0.35,5,"(35, 40, 20)","(62, 0.11, 0.35)",5,-0.803825402
35,40,20,62,0.11,0.65,15,"(35, 40, 20)","(62, 0.11, 0.65)",15,0.099050786
35,40,20,62,0.11,0.95,5,"(35, 40, 20)","(62, 0.11, 0.95)",5,-0.803825402
5,40,30,62,0.01,0.35,15,"(5, 40, 30)","(62, 0.01, 0.35)",15,0.099050786
35,40,20,62,0.11,0.35,5,"(35, 40, 20)","(62, 0.11, 0.35)",5,
5,10,30,62,0.11,0.35,15,"(5, 10, 30)","(62, 0.11, 0.35)",15,
5,10,30,62,0.11,0.65,5,"(5, 10, 30)","(62, 0.11, 0.65)",5,
5,10,30,62,0.11,0.95,15,"(5, 10, 30)","(62, 0.11, 0.95)",15,
5,40,10,62,0.21,0.35,5,"(5, 40, 10)","(62, 0.21, 0.35)",5,
5,70,10,42,0.21,0.05,15,"(5, 70, 10)","(42, 0.21, 0.05)",15,
5,70,10,42,0.21,0.35,5,"(5, 70, 10)","(42, 0.21, 0.35)",5,
5,70,10,42,0.21,0.65,15,"(5, 70, 10)","(42, 0.21, 0.65)",15,
5,70,10,42,0.21,0.95,5,"(5, 70, 10)","(42, 0.21, 0.95)",5,
5,70,20,42,0.21,0.05,15,"(5, 70, 20)","(42, 0.21, 0.05)",15,
5,70,20,42,0.21,0.35,5,"(5, 70, 20)","(42, 0.21, 0.35)",5,
5,70,20,42,0.21,0.65,15,"(5, 70, 20)","(42, 0.21, 0.65)",15,
5,70,20,42,0.21,0.95,5,"(5, 70, 20)","(42, 0.21, 0.95)",5,
5,70,30,42,0.21,0.05,15,"(5, 70, 30)","(42, 0.21, 0.05)",15,
5,70,30,42,0.21,0.35,5,"(5, 70, 30)","(42, 0.21, 0.35)",5,
5,70,30,42,0.21,0.65,15,"(5, 70, 30)","(42, 0.21, 0.65)",15,
5,70,30,42,0.21,0.95,5,"(5, 70, 30)","(42, 0.21, 0.95)",5,
35,70,10,22,0.11,0.35,15,"(35, 70, 10)","(22, 0.11, 0.35)",15,
35,70,10,22,0.11,0.65,5,"(35, 70, 10)","(22, 0.11, 0.65)",5,
35,70,10,22,0.11,0.95,15,"(35, 70, 10)","(22, 0.11, 0.95)",15,
35,70,20,22,0.11,0.35,5,"(35, 70, 20)","(22, 0.11, 0.35)",5,
35,70,20,22,0.11,0.65,15,"(35, 70, 20)","(22, 0.11, 0.65)",15,
35,70,20,22,0.11,0.95,5,"(35, 70, 20)","(22, 0.11, 0.95)",5,
35,70,30,22,0.11,0.35,15,"(35, 70, 30)","(22, 0.11, 0.35)",15,
35,70,30,22,0.11,0.65,5,"(35, 70, 30)","(22, 0.11, 0.65)",5,
35,70,30,22,0.11,0.95,15,"(35, 70, 30)","(22, 0.11, 0.95)",15,
5,10,20,42,0.01,0.05,5,"(5, 10, 20)","(42, 0.01, 0.05)",5,
5,10,10,62,0.01,0.35,15,"(5, 10, 10)","(62, 0.01, 0.35)",15,
5,10,10,62,0.01,0.65,5,"(5, 10, 10)","(62, 0.01, 0.65)",5,
5,10,10,62,0.01,0.95,15,"(5, 10, 10)","(62, 0.01, 0.95)",15,
65,40,20,22,0.11,0.05,5,"(65, 40, 20)","(22, 0.11, 0.05)",5,
95,40,20,22,0.11,0.05,15,"(95, 40, 20)","(22, 0.11, 0.05)",15,
65,40,30,22,0.11,0.65,5,"(65, 40, 30)","(22, 0.11, 0.65)",5,
65,40,30,22,0.11,0.95,15,"(65, 40, 30)","(22, 0.11, 0.95)",15,
95,40,30,22,0.11,0.65,5,"(95, 40, 30)","(22, 0.11, 0.65)",5,
95,40,30,22,0.11,0.95,15,"(95, 40, 30)","(22, 0.11, 0.95)",15,
95,40,10,22,0.11,0.05,5,"(95, 40, 10)","(22, 0.11, 0.05)",5,
65,40,20,22,0.11,0.35,15,"(65, 40, 20)","(22, 0.11, 0.35)",15,
95,40,20,22,0.11,0.35,5,"(95, 40, 20)","(22, 0.11, 0.35)",5,
95,40,20,22,0.11,0.65,15,"(95, 40, 20)","(22, 0.11, 0.65)",15,
95,40,20,22,0.11,0.95,5,"(95, 40, 20)","(22, 0.11, 0.95)",5,
65,40,20,22,0.01,0.35,15,"(65, 40, 20)","(22, 0.01, 0.35)",15,
65,40,20,22,0.01,0.65,5,"(65, 40, 20)","(22, 0.01, 0.65)",5,
65,40,20,22,0.01,0.95,15,"(65, 40, 20)","(22, 0.01, 0.95)",15,
5,40,20,62,0.21,0.05,5,"(5, 40, 20)","(62, 0.21, 0.05)",5,
65,40,20,22,0.11,0.35,15,"(65, 40, 20)","(22, 0.11, 0.35)",15,
65,40,20,22,0.11,0.65,5,"(65, 40, 20)","(22, 0.11, 0.65)",5,
65,40,20,22,0.11,0.95,15,"(65, 40, 20)","(22, 0.11, 0.95)",15,
35,40,20,62,0.11,0.65,5,"(35, 40, 20)","(62, 0.11, 0.65)",5,
35,40,20,62,0.11,0.95,15,"(35, 40, 20)","(62, 0.11, 0.95)",15,
35,40,30,22,0.01,0.05,5,"(35, 40, 30)","(22, 0.01, 0.05)",5,
5,40,10,62,0.21,0.05,15,"(5, 40, 10)","(62, 0.21, 0.05)",15,
5,40,10,62,0.21,0.35,5,"(5, 40, 10)","(62, 0.21, 0.35)",5,
5,40,10,62,0.21,0.65,15,"(5, 40, 10)","(62, 0.21, 0.65)",15,
5,40,10,62,0.21,0.95,5,"(5, 40, 10)","(62, 0.21, 0.95)",5,
5,40,20,62,0.21,0.05,15,"(5, 40, 20)","(62, 0.21, 0.05)",15,
95,40,10,62,0.21,0.05,5,"(95, 40, 10)","(62, 0.21, 0.05)",5,
95,40,10,62,0.21,0.35,15,"(95, 40, 10)","(62, 0.21, 0.35)",15,
95,40,10,62,0.21,0.65,5,"(95, 40, 10)","(62, 0.21, 0.65)",5,
95,40,10,62,0.21,0.95,15,"(95, 40, 10)","(62, 0.21, 0.95)",15,
5,40,10,62,0.21,0.05,5,"(5, 40, 10)","(62, 0.21, 0.05)",5,
35,40,10,22,0.11,0.35,15,"(35, 40, 10)","(22, 0.11, 0.35)",15,
35,40,10,22,0.11,0.65,5,"(35, 40, 10)","(22, 0.11, 0.65)",5,
35,40,10,22,0.11,0.95,15,"(35, 40, 10)","(22, 0.11, 0.95)",15,
95,40,30,22,0.01,0.05,5,"(95, 40, 30)","(22, 0.01, 0.05)",5,
35,40,10,22,0.11,0.05,15,"(35, 40, 10)","(22, 0.11, 0.05)",15,
35,40,30,62,0.21,0.35,5,"(35, 40, 30)","(62, 0.21, 0.35)",5,
35,40,30,62,0.21,0.65,15,"(35, 40, 30)","(62, 0.21, 0.65)",15,
65,40,30,62,0.21,0.35,5,"(65, 40, 30)","(62, 0.21, 0.35)",5,
65,40,30,62,0.21,0.65,15,"(65, 40, 30)","(62, 0.21, 0.65)",15,
95,40,30,62,0.21,0.35,5,"(95, 40, 30)","(62, 0.21, 0.35)",5,
95,40,30,62,0.21,0.65,15,"(95, 40, 30)","(62, 0.21, 0.65)",15,
65,40,20,42,0.21,0.05,5,"(65, 40, 20)","(42, 0.21, 0.05)",5,
95,40,20,62,0.21,0.95,15,"(95, 40, 20)","(62, 0.21, 0.95)",15,
5,40,20,62,0.01,0.35,5,"(5, 40, 20)","(62, 0.01, 0.35)",5,
95,40,10,22,0.11,0.35,15,"(95, 40, 10)","(22, 0.11, 0.35)",15,
95,40,10,62,0.21,0.05,5,"(95, 40, 10)","(62, 0.21, 0.05)",5,
5,40,20,42,0.11,0.05,15,"(5, 40, 20)","(42, 0.11, 0.05)",15,
35,40,20,22,0.01,0.05,5,"(35, 40, 20)","(22, 0.01, 0.05)",5,
5,40,30,22,0.11,0.35,15,"(5, 40, 30)","(22, 0.11, 0.35)",15,
35,40,30,22,0.11,0.65,5,"(35, 40, 30)","(22, 0.11, 0.65)",5,
35,40,30,22,0.11,0.95,15,"(35, 40, 30)","(22, 0.11, 0.95)",15,
5,40,30,62,0.11,0.95,5,"(5, 40, 30)","(62, 0.11, 0.95)",5,
5,70,10,42,0.01,0.05,15,"(5, 70, 10)","(42, 0.01, 0.05)",15,
5,40,30,62,0.11,0.65,5,"(5, 40, 30)","(62, 0.11, 0.65)",5,
5,10,20,62,0.11,0.35,15,"(5, 10, 20)","(62, 0.11, 0.35)",15,
5,10,20,62,0.11,0.65,5,"(5, 10, 20)","(62, 0.11, 0.65)",5,
5,10,20,62,0.11,0.95,15,"(5, 10, 20)","(62, 0.11, 0.95)",15,
65,70,10,62,0.11,0.05,5,"(65, 70, 10)","(62, 0.11, 0.05)",5,
