Date,SM,NO,CL,UB,SB,TP,CD,CN,GC,TY,YM,XB,CT,RX,W ,ST,Z ,AD,C ,VF,LA,SF,LN,IB,KC,XP,DU,CO,US,JA,EC,OE,NG,EO,SI,ES,XM,BO,G ,QS,LX,LP,BP,LH,TU,CC,S ,SE,NV,HO,GX,JY,FV,JB,LC
1995-02-28,-0.0040689349,,-0.0092285107,,-0.002764593,0.0148262122,0.0036113782,-0.0008578535,0.0006351638,0.0018563517,-0.0006143247,,0.0327700594,-0.0025886076,-0.0163358578,,-0.0018114639,-0.000999505,0.0041238306,-0.0158830955,,0.0040915898,,0.0008193632,-0.0180597767,,,-0.0112944103,0.0035013511,-0.0054724194,,-0.0017222327,0.0369023532,-0.0047155584,0.0051934404,,0.0021726072,-0.0009460332,0.0014665692,-0.0103835282,,,0.0023822252,0.0177387112,-0.0002576156,-0.0128610976,-0.0001626849,,,-0.0063658382,-0.0003978013,0.0034261645,7.89193207280012E-05,-0.0012464021,0.0131384327
1995-03-01,-0.0095738469,,-0.0097086216,,0.020707483,-0.0186670959,-0.0031082515,-0.0031186039,-0.0057130448,-0.0004499348,0.0001739043,,0.0193982588,0.0031382478,0.0034383197,,0.0097780898,-0.0066528695,0.0019121928,0.0222112019,,-0.0021172757,,0.0107475795,0.0296236795,,,-0.0151714631,-0.0004429022,-0.0090588793,,0.0015200541,-0.0001620822,0.0031171722,-0.031447505,,-0.0005509609,0.0047656813,0.0058021325,-0.005325276,,,0.0008831619,0.0023531656,-0.0002570219,0.0014456349,-0.0023629075,,,-0.0162869196,0.0106528759,-0.0009295133,-0.000645174,0.000109141,-0.0028575645
1995-03-02,-0.0017453121,,0.0018462513,,-0.0044207246,0.0210140342,-0.0070283471,-0.0080110744,0.0046185042,-0.0044808134,-0.0018179852,,-0.0193468552,-0.0041437753,-0.008050541,,-0.00247581,0.002367197,-0.0011967715,-0.003454015,,0.0126534996,,0.0151332502,-0.0215819522,,,0.0007906001,-0.0057797584,-0.01631977,,-0.0023508833,-0.0015129623,0.0003256324,0.0044017577,,-0.000717375,0.0096454186,-0.0017787409,0.0015991089,,,0.0179617275,-0.0101874735,-0.001491063,0.0054561967,0.0003896391,,,0.0016886025,-0.0034189582,0.0155186373,-0.0036658891,0.0003805185,-0.009277624
1995-03-03,0.0045967312,,0.0150690637,,-0.0052939892,0.0086607946,-0.002272447,-0.0056114676,-0.0006932964,-0.0030532423,-0.00215678,,0.0193989437,-0.0029425549,-0.0037774086,,-0.0030992993,-0.0005818303,-0.0073739894,-0.0054075112,,0.0175690992,,-0.0007731584,-0.0157698553,,,0.0141107245,-0.0058111148,-0.0111103024,,-0.0003717717,-0.0224388586,-0.012656024,-0.0051701334,,-0.0014398602,0.000169692,-0.0044802744,0.0066847495,,,0.0090686958,-0.0001613973,-0.0007318479,-0.0009594819,0.0014919508,,,0.0188359642,-0.0111290225,0.0121735202,-0.0016164718,0.003361638,0.0025662349
1995-03-06,0.0077307146,,-0.0025306779,,-0.0027414809,-0.0001619452,-0.0078005186,-0.0047580209,0.006194676,-0.0024821308,-0.0017079715,,0.0190524641,0.0029755831,0.0157987439,,-0.0097460152,0.0046750685,0.013324448,-0.0158530709,,0.025257757,,-0.0099943731,-0.0004380799,,,-0.0011000315,-0.0030028543,-0.0259922035,,0.0034903228,-0.0119020411,-0.0060530041,0.0185690311,,-0.003445629,0.0352528827,-0.003595887,0.0032378526,,,-0.0026298265,-0.0014265786,-0.0012083683,-0.0105453318,0.0166193478,,,-0.0159568701,-0.0164432858,0.0147148081,-0.001740573,0.0034837475,-0.001860066
1995-03-07,0.0186307883,,0.0022110967,,-0.0139563637,-0.0053020991,-0.0021519861,0.0009022698,0.0135126314,-0.0016167486,0.0010591767,,0.0099967674,-0.0067662142,0.0169866119,,-0.0079923972,-0.0024654788,0.0049852546,-0.0102836466,,0.0309588341,,-0.0282147266,-0.0007156822,,,0.0045315754,-0.0050065651,0.0017306791,,-0.0049553294,0.000533622,-0.0128325737,0.0425855331,,0.0003951882,-0.0087940541,-0.0112260096,-0.0052914654,,,0.0115517947,0.0055373388,-0.0006394054,0.0075042135,0.0068713718,,,-0.0064773881,-0.0099995815,0.0333707695,-0.0008930097,0.0062944284,-0.0008404393
1995-03-08,-0.0093863316,,-0.0163489978,,-0.0141486715,-0.0178337042,0.0066898978,0.0111908993,-0.011842632,0.0039130339,-0.0009417364,,0.0175596549,0.00281093,-0.0078942655,,0.0079176404,0.0025644245,-0.0022115149,0.0057845526,,-0.0258516929,,-0.0163423435,0.0092918879,,,-0.0095084519,0.0072808008,-0.0096144534,,0.0017182579,0.0117086327,-0.0035332447,-0.0285955427,,-0.0007207943,-0.0103733196,0.006439213,-0.0052252496,,,-0.0219549475,-0.0203278014,0.0009806351,-0.0077717885,-0.0087601857,,,-0.0242558532,-0.0069438483,-0.0195778287,0.0026367582,0.0001046864,-0.0144656585
1995-03-09,-0.00093785,,-0.0170159874,,0.0131358175,0.0050962478,-0.0005892044,0.002995286,0.0037821689,0.0047669101,-0.0011628461,,-0.0043055079,0.0001867419,-0.0093622926,,-0.0040132665,0.0025576105,0.0008644771,-0.0181639148,,0.0017596917,,-0.0251337697,0.0103134495,,,-0.0114828095,0.0041005198,0.0265555025,,0.0017153295,-0.0049925066,-0.0094773509,0.0136764207,,0.0012896818,0.0061361318,-0.0012551501,-0.0121890693,,,0.0015289973,0.0268480959,0.0019315881,-0.0276035399,0.0014639615,,,-0.002603726,-0.0233340471,0.0095107931,0.0037219117,-0.0043047783,-0.0012014452
1995-03-10,-0.0009389455,,-0.0062849969,,0.0033370146,-0.0180573814,0.0036691971,0.0035094227,0.0016630691,0.0027226223,-0.0003838745,,0.0081307247,0.0036728774,-0.0244474315,,0.0132273625,0.0038015664,0.0018884105,0.0095783707,,-0.0159673661,,0.0182792258,0.0243929015,,,-0.0077961357,0.0066286235,0.0016961881,,0.0018162549,0.014399147,0.0013646725,-0.0038546491,,-0.0004407949,-0.011816805,0.0054912912,0.0016166449,,,-0.0278343037,0.009856898,-0.0004474482,-0.0009924235,-0.003679864,,,0.0022850996,0.0088278997,-0.0064311227,0.000804687,0.0013135658,0.000877924
1995-03-13,0.008384762,,0.0154435029,,0.0120435076,0.0021737654,-0.006377481,0.0019283458,0.0076663124,0.0018515624,0.0016204092,,-0.0009708118,-0.0005095894,0.0034987819,,-0.0061173968,0.0019158914,0.0090088154,-0.0140967277,,0.0079450188,,-0.0102131113,-0.0299886881,,,0.0084915996,0.0009619805,-0.0131492596,,0.0005708583,-0.0049464784,-0.0036904272,0.0274626832,,0.0013427667,0.0122845271,-0.0007063162,-0.0001622466,,,0.0156903993,-0.0069829046,0.0013576546,0.0027447302,0.0098839114,,,0.0079766574,-0.008330058,0.0026324255,0.0021327166,0.0054655171,-0.0139771369
1995-03-14,0.0175568836,,-0.0139111686,,-0.0182505402,-0.0146122048,0.0002656784,0.0007065779,0.0013995438,0.0064408178,0.0012795109,,-0.001557891,0.0076552442,0.0056717088,,0.0157816503,-0.002443896,-0.001176765,0.0309535594,,-0.0033331149,,0.0172657925,0.0012145279,,,-0.0087422846,0.0116284436,0.0073561121,,0.0027526362,0.0094517764,0.0073087346,-0.0033317375,,0.0002833372,-0.0190346789,0.0101802655,-0.0070798657,,,-0.0041011556,0.0335486697,0.0010703607,-0.0291481922,0.0003749495,,,-0.0281497678,0.0148070574,-0.0003431306,0.0032116221,-0.002561086,-0.0026191369
1995-03-15,0.0164919678,,0.0092680121,,-0.0299866436,0.0190395826,0.0009654583,0.001401232,0.001123302,-0.0004473075,0.000499908,,-0.0026210757,-0.0015411548,0.0136224259,,-0.0039397235,0.0029557727,0.0048744227,-0.019731167,,0.020317322,,-0.0215340925,-0.0199036369,,,0.006568687,-0.0007170211,0.0054349327,,-0.001309914,0.0243299134,-0.0015023252,0.0087175495,,0.0014520269,-0.0001620822,0.0010951017,0.0033205985,,,0.0078206095,0.000438792,-0.0001620822,0.0096460202,0.0127342101,,,0.0178334881,-0.0058139528,0.0128724593,7.81291942387734E-05,0.0013071311,-0.0012103089
1995-03-16,0.0028166257,,0.0026814361,,-0.0001617808,-0.0144541242,-0.0012880514,-0.0010289331,-0.0042870387,0.0006941393,0.000279254,,-0.0009741285,0.0086419478,-0.0116143852,,0.0160850977,-0.0011978355,-0.006183069,0.0300801547,,-0.0103480218,,0.0180440566,-0.0426614885,,,0.0046137684,0.0009487133,-0.0075829311,,0.0044049744,0.0755369097,-0.00299498,-0.0005964217,,-0.0007723734,-0.0276403475,0.0073718515,0.0049972099,,,-0.0057868271,-0.0086077104,0.000596082,-0.0090300241,-0.0059973246,,,0.0050054751,-0.0031289564,-0.0072583315,0.0010389877,0.0030390727,-0.0138696516
1995-03-17,0.0183980638,,0.005103591,,0.0007424605,-0.0131548255,0.0015367485,-0.0071049377,-0.0037971142,-0.0035824512,-0.0012637996,,-0.0185244685,0.0001805327,0.0056356196,,-0.0032256472,-0.0165483404,0.0008544424,0.0012081644,,0.011895747,,-0.0136226133,-0.0121435046,,,0.0026900124,-0.0032121701,-0.0113766519,,0.0004622614,-0.033495032,-0.0026141451,-0.0053796571,,-0.0018861063,0.0070715744,-0.0060367209,-0.0018414299,,,-0.0021713748,-0.0165966961,-0.0010136486,0.0164552592,0.009977042,,,0.0152603793,-0.0172706328,0.01225382,-0.0025603554,0.0043583758,-0.0051519461
1995-03-20,-0.0030768218,,0.0163575665,,0.0160987927,-0.008651306,0.0039564364,-0.0024336999,-0.0019784416,-0.0010194934,-0.0006143105,,-0.0188390794,9.68727006870983E-06,0.022857056,,0.0166660652,-0.0151339553,-0.0032066984,0.012801955,,-0.0129857742,,,-0.0039926099,,,0.0131087723,-0.0034993393,-0.002051729,,0.0004473542,-0.0276214058,0.005804931,-0.007155141,,-0.0008294451,0.0104984147,0.0028830427,0.0067558109,,,-0.0066500333,-0.0026342943,-0.000066628,-0.008962711,-0.0022744179,,,-0.0054904399,0.0106851234,-0.0028050361,-0.0007624759,-0.0006907505,0.0066444686
1995-03-21,-0.0125893115,,-0.0072967748,,-0.0117179665,,0.0030871066,-0.0029654944,-0.0019973535,-0.0027389927,0.0010575972,,0.0055417304,0.0017188957,-0.0121214811,,0.0049249723,0.0041193274,-0.0032170419,9.48237677841506E-05,,-0.0058507805,,0.0110573819,0.0173460797,,,-0.0048396794,-0.0049070384,,,0.0025232482,-0.0067286362,-0.0031129668,-0.0207412599,,0.0002279417,-0.000162411,0.0021586031,-0.000162411,,,0.0075697413,-0.0014069165,-0.0007308081,-0.020881227,-0.0073090494,,,-0.0039127458,-0.0059003205,0.0029325098,-0.0018465202,,-0.0122576218
1995-03-22,0.0020596458,,0.0297791883,,0.0106304354,-0.0126681472,-0.0001609315,0.001420235,0.0016773842,-0.0021701164,-0.000706365,,0.0064658011,-0.0040871862,0.021903708,,0.0001665859,-0.0010136282,-0.0001609315,0.0004176978,,0.0074154117,,-0.0131257761,-0.0112564628,,,0.0270947076,-0.0015630627,-0.0247821436,,-0.0010932152,0.0229696779,-0.0053919951,0.0138840123,,-0.0014985979,-0.0143721006,-0.0053265888,0.0170132237,,,0.0008819767,0.0048083407,-0.0004452917,0.0007026264,-0.0049596518,,,0.029954691,-0.0011651335,0.0008084756,-0.0012453995,0.0038115261,-0.0080870793
1995-03-23,-0.006807876,,-0.0020988886,,0.0051771742,-0.0136059548,-0.0043899815,-0.0013887589,0.0019216101,-0.0001609041,-0.0001609041,,-0.018961571,0.0012101327,-0.0168718152,,-0.0020658361,0.0009058763,0.0059670764,-0.0094136189,,6.92808056262735E-05,,-0.0098784368,-0.0231557873,,,0.0016689221,-0.0015650041,-0.0021026517,,0.0033495309,0.0114710633,-0.0126612797,0.0052684588,,0.0006755411,0.0145930096,0.0019877082,0.0082355548,,,0.0036343035,-0.0390985622,-6.60904184920567E-05,-0.0178485659,-0.0004287852,,,-0.0100799853,-0.0290575904,0.0088306107,-0.0001609041,0.006433662,-0.0114098076
1995-03-24,0.0013270162,,-0.0075386134,,-0.0001599726,-0.0026288646,0.0046552315,0.0068649659,-0.004330878,0.0076053423,0.0003857585,,-0.0193501753,0.0020649119,-0.0051202537,,0.0055359091,0.0055945031,-0.0021901916,0.0102816903,,-0.0103624887,,0.0140188216,0.0116080738,,,-0.0083791507,0.0105261916,0.0056766033,,0.0029101381,-0.0001599726,0.0079342367,-0.0158090799,,6.32746487432016E-05,-0.0061533133,0.0028773688,0.00155964,,,-0.0010495864,-0.0368151313,0.0019257308,0.0007183761,-0.0023035953,,,-0.0054328437,0.005533204,-0.0088959587,0.0052682542,-0.0027805177,-0.0071357054
1995-03-27,-0.0060990692,,0.0150982708,,0.0016099663,0.0183530733,0.0018049691,0.0090831661,-0.0011960937,0.0026939361,0.0023931475,,-0.0196957459,-0.0020383605,-0.005135756,,0.0020639903,-0.0029147661,0.0059039803,0.0047181036,,0.0123952745,,0.0034479429,0.0004325273,,,0.0108897786,0.0051266436,0.0017742908,,-0.0026173454,0.0077435935,0.0030094834,0.0005117968,,0.0013452066,0.0028547935,-0.0019412063,0.0265838206,,,0.0009530621,0.0105216636,0.0003130917,0.0037891553,-0.0033822868,,,0.0244888754,0.0013839497,-0.0064170108,0.0010398148,-0.0034442332,0.0175858329
1995-03-28,0.002079793,,-0.0009313978,,0.019273944,0.0527164535,-0.0036736646,-0.0082823369,0.0021913282,-0.0067059325,-0.0008204835,,-0.0201162039,0.0005236607,-0.0044588778,,-0.0099242874,0.0004767991,0.0038834899,0.0006696676,,0.0121623155,,-0.0066968996,-0.0013449283,,,-0.0038036722,-0.0084640339,0.0114223267,,-5.74263868623027E-05,-0.0134346554,-0.003049293,0.0283691875,,-4.98253814136929E-05,-0.0129626442,-0.0026589005,-0.0001606849,,,0.0121429024,0.0057862065,-0.0021465005,0.0011505039,0.0011862978,,,-0.0001606849,-0.0122326737,0.0072882336,-0.0050738066,0.0091974276,-0.0154196484
1995-03-29,-0.0009049373,,0.0087102539,,-0.0174908034,-0.0114227055,-0.0003013617,0.0022792436,-0.0009468037,0.0004131209,-0.0014918323,,-0.0204905443,-0.0008436584,-0.0015894132,,0.0081165346,-0.0069552788,-0.0021737235,0.0082006761,,0.0048303901,,0.00382887,-0.0016574407,,,0.0126372941,0.0023520807,-0.0020681778,,0.0003564586,0.0145195245,0.0022241892,0.0036474638,,-0.0014396667,-0.0110979856,-0.0040953801,-0.0017437301,,,-0.0008919524,-0.0119779818,0.0001244716,0.006824069,-0.00527143,,,-0.0081784047,0.0034777885,0.0059133819,0.0004423386,0.0008848784,-0.0222885858
1995-03-30,0.0020765063,,-0.0039832601,,0.0068940436,0.0044145333,0.0035068342,-0.0032888887,0.0092473251,-0.0027372119,-0.0001606301,,0.0032664182,0.0005237155,-0.005199397,,0.0108628986,0.0098885467,0.0008483733,0.0210419015,,-0.0261913253,,0.0235533279,-0.0192844349,,,-0.0037707384,-0.0043365767,-0.002072676,,0.0039376701,0.0167125526,0.0187754568,0.0966100677,,0.0004526716,-0.0025548839,0.007562071,0.0046868932,,,-0.0080006067,-0.0034877606,-0.0009184212,-0.0131645313,-0.0028647946,,,0.0021861756,0.0197880649,-0.0146833707,-0.0019659015,-0.0002910763,0.0141750061
1995-03-31,0.0072796543,,0.0009903676,,-0.0036634489,-0.0144744198,0.0004035122,0.0021055658,0.0145782105,-0.0024570332,0.0031563508,,0.015556084,-0.0034092405,-0.0073928446,,-0.0163692749,0.0072481535,0.0038711235,-0.0211710481,,0.0343672176,,-0.0159239745,0.0135537369,,,0.0061797578,-0.0001608219,0.0343219367,,0.0010577771,-0.0013439793,-0.0188631797,0.0137706078,,0.0032354278,-0.0117036791,-0.0053292411,0.0063298368,,,0.0127628912,-0.002824992,-0.0008243919,0.0015958755,0.0017372258,,,-0.0027622787,-0.0146383879,0.0346409053,-0.0013665128,0.0049272407,0.0016983236
1995-04-03,0.0301201294,,-0.0074430043,,0.0077480911,-0.043064811,-0.0001605205,0.0015789124,0.0013631751,0.0050178454,5.91224743428464E-05,,-0.0198373473,0.0075581758,0.0071241853,,0.003950905,-0.0016314178,0.0128134543,0.0054738173,,0.0080527252,,0.002725541,-0.0052830045,,,-0.0064611506,0.0062694487,-0.0094197798,,0.0020830786,-0.0025354451,0.0033320878,-0.0020120115,,-0.0008819177,-0.0040916108,0.0055721917,-0.0115766426,,,-0.0016915792,0.03367578,0.0005983487,-0.0019141374,0.0141831872,,,-0.0030295868,0.0013861602,0.0062709631,0.0029780598,0.0102236954,0.0152303188
1995-04-04,-0.0008786815,,0.0075601721,,-0.0080083919,0.0118578688,0.0041951864,0.0027900658,0.0003500297,0.0009829841,0.0003929302,,0.0206404002,0.0022211431,0.0077896519,,0.0131010787,-0.0016348996,-0.0050791185,0.0097217023,,-0.0079378854,,0.021157879,-0.0022782377,,,0.0088961354,-0.0001618356,0.0110531177,,-0.0014786454,0.0075735884,0.0055089016,-0.0007476015,,0.0010607489,-0.0013226017,0.0017975516,0.0047746947,,,-0.0082669835,-0.0012877339,0.000691245,0.0160876154,-0.0012290715,,,0.0103011516,0.0181090718,-0.0016120344,0.0014025446,0.0006089763,0.0090193101
1995-04-05,-0.005181877,,0.0197630155,,-0.0282798641,0.0140530395,0.0001204283,-0.0024110487,0.0051546352,-0.0001603562,-0.0005993022,,0.0201868531,0.0017075331,0.0120389486,,0.0007766863,0.0103770516,-0.0051402451,-0.0054589474,,0.0093933086,,0.0008317861,0.0140844326,,,0.0231789616,-0.0001603562,0.0183239322,,0.0005428684,-0.0237718523,0.0025247682,0.0202557814,,-0.0006045966,0.0065799111,0.0009063105,0.0031729772,,,0.0025634365,-0.0103308337,-6.56502263212944E-05,0.0080505341,-0.0001603562,,,0.0008751085,-0.0016769391,0.0024014144,-0.0001603562,-0.0069639505,0.0168418925
1995-04-06,-0.0073695588,,0.0107343112,,0.0115943153,-0.0079347582,0.0023525625,0.0053929101,0.0003491452,0.0024131454,0.0002793854,,0.0198121944,-0.0020241602,-0.0086677806,,0.0048136244,-0.0005768546,-0.0041251047,0.0099925308,,-0.006887537,,-0.0072564509,-0.0040454606,,,0.0156297203,0.0023402466,-0.0201234558,,-0.0001597534,-0.0110442359,0.0051068498,0.0026164288,,0.0003952241,0.009882957,-0.0026459903,0.0112932978,,,-0.0028761472,0.0044057378,0.0009766102,-0.008303774,-0.0030977876,,,0.0246656927,0.0071815309,0.0069929759,0.0017626303,0.0035884694,-0.0028856068
1995-04-07,0.0005659424,,-0.0053628009,,-0.0019475841,-0.0041266085,-0.0015602852,-0.0022310246,-0.0044413257,-0.00130085,-0.0004837079,,0.0193907111,-0.0020281633,-0.0130272079,,0.0013825765,0.0038038404,0.0008446735,0.005113006,,0.000658483,,0.0096624381,0.0016413302,,,-0.0010238318,-0.0043165499,-0.0223824962,,-0.0002627555,-0.0081084583,0.0106137382,-0.0053154052,,-0.0006044653,0.0157254403,0.0023321597,0.0258575322,,,0.0040358391,0.0021120971,-0.000160274,-0.0062104036,0.00841192,,,0.0058957442,-0.0026733025,0.0181840235,-0.0004001109,0.0016424559,-0.0032743788
1995-04-10,-0.0001593699,,-0.0042684472,,-0.0225407486,0.0235391538,0.0089254215,0.0031261221,-0.0079920457,-0.0010157787,-0.0004944634,,0.0190460252,-0.0027112583,0.0121547717,,-0.0016998436,-0.005146901,0.0058256483,-0.011206025,,-0.0286436775,,0.0061277001,-0.000753612,,,0.0015692386,0.0001188717,-0.005841188,,-0.0023849109,-0.0161770695,-0.0006571882,-0.0255887912,,-0.000935341,-0.0012843558,-0.0045990786,-0.0112798416,,,-0.0114488648,0.0202508144,-0.0001593699,-0.0214637177,-0.0009561826,,,-0.0046740425,0.001352246,-0.0028174541,-0.0008790532,-0.0072287786,-0.0079859292
1995-04-11,0.005645981,,0.0144691229,,-0.0239690581,0.0060074487,-0.0036190207,-0.001021306,0.0008558829,0.0018404658,0.0009385539,,0.0186551953,-0.0025473903,0.0255834061,,-0.0063600466,0.0004670322,0.0018363971,-0.0072734188,,0.0034384142,,-0.0090400404,-0.0094539998,,,0.0196851595,0.0017876146,0.0169833229,,-0.0010840199,0.0161189086,-0.0014193491,0.0165793393,,0.0010617733,0.0040076017,0.0007323673,0.0190089783,,,0.0001370476,-0.0146042454,0.0003134132,0.0193873338,0.0083465795,,,0.0174771501,0.0013498,0.004502189,0.0011608355,-0.0013245828,-0.0238073158
1995-04-12,-0.0037664351,,-0.0164251053,,-0.0067255356,0.0028585131,0.0041490697,-0.0025739738,-0.0009304372,0.0012667885,0.0005107449,,0.0183365787,0.003089487,-0.0113150998,,0.0076327437,0.0025544895,-0.0070924691,0.0032977965,,0.000832678,,0.0065016561,0.00105721,,,0.0142234712,0.0009515627,-0.0113948866,,0.0012658001,-0.0013887436,0.0018358469,-0.0013210466,,0.0001189728,-0.0172069351,0.0039401596,-0.0079329012,,,-0.0008260429,-0.0012887403,0.0001247028,0.0020197177,-0.0046396906,,,-0.0122906473,-0.0001589315,-0.0025621666,0.0005603205,-0.0031397506,0.0058962044
1995-04-13,-0.0197087486,,-0.0208266201,,-0.0483163389,0.0005943931,0.002882448,0.004684079,-0.0009155019,0.0038286339,0.0002807612,,0.0179742152,0.0030802018,-0.0029736502,,0.0010630542,-0.0036964164,-0.0141601674,0.0051661145,,0.0057098621,,,-0.0182672393,,,-0.0201743792,0.0037247196,-0.0096273956,,0.0011770036,-0.0013950609,0.0035018733,0.0082774381,,0.000174783,-0.0124808387,0.0044571399,-0.0191972942,,,0.0091139228,0.0004078447,0.0018271785,-0.0123316117,-0.0194852072,,,-0.0151952926,-0.0006600518,0.0050772971,0.0034359765,0.0107613187,-0.006577056
1995-04-14,,,,,,-0.0207304362,,,,,,,,,,,,,,,,,,,,,,,,0.013226924,,,,,,,,,,,,,,,,,,,,,,,,0.0106436828,
1995-04-17,-0.0045898352,,0.0301561379,,-0.0041267745,0.0185447213,0.0050729513,0.0025948782,0.0102870623,-0.001009343,,,-0.0179675231,,-0.0086485089,,,0.0061084525,-0.0072396207,,,0.0167354188,,0.0044494114,0.0099790027,,,,-0.0056833824,-0.002045313,,,0.0226975863,,0.0635853502,,,-0.000505101,,,,,0.0084399949,-0.0018490061,0.0002188023,0.0082041555,-0.001778391,,,0.0247778662,,0.0150406868,0.0003189204,0.0002231103,-0.0062160982
1995-04-18,-0.008318347,,0.0162292275,,0.0117940816,-0.0062780606,-0.0020718403,-0.0005013394,0.0031272648,0.0015449844,0.0018256284,,-0.0067011244,0.0018802801,0.0069759255,,-0.0064866723,-0.0028568848,-0.005280253,-0.0149858462,,0.0104952466,,-0.0078811769,0.0086689282,,,0.0423950819,-0.0004358874,-0.0115002646,,0.0025809744,0.0137324205,-0.0017916199,0.0243357444,,0.0005624073,-0.017377571,-0.0005114665,0.0207968887,,,-0.0030727117,-0.0063705157,0.0006905467,0.0404355176,-0.0098931015,,,0.0033175607,-0.0147305335,0.0163615492,0.0010349231,0.0036567429,0.0185310888
1995-04-19,-0.0121251727,,0.0177972128,,0.0057474296,0.0091257374,-0.0031790219,-0.002218168,-0.0011602276,-0.000724815,-0.0010443927,,0.0181211576,-0.0050741697,-0.0072415833,,-0.0121070144,-0.0107742354,0.0019013237,0.0121735437,,-0.0149008214,,-0.010904398,0.0203527171,,,0.0071888566,0.0031761773,-0.0058942199,,-0.0009614945,0.0224755547,-0.0026707918,-0.0121563177,,-0.0012659466,-0.0016867746,-0.0081114226,0.0093473014,,,-0.0036658285,0.0038195053,-0.0010060189,0.0107479581,-0.0053465038,,,-0.000900289,-0.0047484259,-0.0065620979,-0.0018263377,-0.0077587916,-0.006937303
1995-04-20,0.0081692716,,0.0052418146,,0.0203901918,0.0089468082,0.0030107004,0.0003583312,-0.0069537465,0.0023939903,-0.0003766474,,0.0177659475,0.0001829621,0.0034092641,,0.0023555523,0.0019461809,0.0069958313,0.0040901226,,-0.0101831911,,0.0033567639,0.000135769,,,0.0014629921,0.0015038362,0.0017653235,,-0.0002600881,-0.0135547572,0.0038551347,-0.0179271971,,0.0001189505,0.0065552368,0.0039398771,0.0170908092,,,-1.10828467756653E-05,-0.0194098476,0.000785198,0.0114605038,0.0056067264,,,0.002565693,0.0036851733,-0.0248916717,0.0017520102,0.0029058156,0.0026578711
1995-04-21,-0.0076657541,,0.010582892,,0.0113470267,0.0179796011,-0.0009857871,0.0008733903,-0.0052367717,0.0004073643,-0.0014718982,,0.0174767758,0.0010338515,-0.0029962073,,0.0080116399,-0.0089762184,0.0029026175,0.0244125422,,0.0098175696,,0.003861334,0.021417043,,,0.0135957987,0.0020535311,0.013277454,,0.0007482392,-0.0131480349,0.0053264808,-0.0022491557,,-0.0011008287,0.003819292,0.0021483539,-0.0278450094,,,-0.0008914919,-0.0013154512,-6.40402635194683E-05,0.0010722702,-0.0058896876,,,0.0070022473,0.0154066385,0.0053766982,-0.0001582466,-0.0049940827,0.0110552444
1995-04-24,0.0028671981,,-0.014327844,,-0.0181679992,-0.0082893446,0.0034166548,0.0036202496,0.000870948,0.0004067706,-0.0014854385,,0.0117736434,0.001712546,0.0033967239,,0.0007776447,-0.0018530768,0.0008586541,-0.0122403614,,-0.009137868,,0.0038053291,0.0125707038,,,-0.0129278741,0.0026001001,-0.0266736721,,0.0006594993,-0.0001585205,0.0020176002,-0.0028004081,,-0.000269048,0.0072989486,0.0003725469,0.0045592554,,,-0.0058086526,0.0160292276,-0.0004411129,-0.0063035431,0.0061549574,,,-0.0124164269,-0.0056871832,-0.0051725911,-0.0001585205,0.0040614283,0.0105351956
1995-04-25,-0.0061932921,,0.0081043532,,-0.0136736231,-0.0009890679,0.000390074,-0.0006734566,-0.0022026458,-0.0007250813,,,-0.0307760895,-0.001009006,0.0055301564,,0.0023242535,-0.0014331841,0.0058976541,0.0154495266,,0.009655656,,-0.0015024975,-0.0007273669,,,0.0103491871,-0.0015356254,0.0076219916,,-0.0003644474,-0.0001601096,-0.0003627732,0.0090653197,,,-0.0001601096,-0.0042294656,0.0108242942,,,0.0068504431,0.0032497004,-0.0006312299,-0.0001601096,-0.0023423245,,,0.0149801237,0.0165149278,0.0167681973,-0.0007557732,-0.001688188,-0.0103494372
1995-04-26,-0.0047119685,,-0.006930821,,0.005711225,-0.0016345427,0.0017512203,0.002408437,-0.0111231477,-0.0007249076,0.0004989472,,-0.0690163201,0.0025591601,-0.0008714382,,0.0019978809,-0.0005845155,0.0028704512,-0.0039717912,,-0.0032252662,,0.0054938982,-0.0075978922,,,-0.0017596164,0.0006668298,-0.0156036319,,0.0014608215,-0.0001596164,0.0113366335,-0.0258633,,0.0001184421,-0.0055956562,0.0032157611,-0.0110246741,,,-0.0001596164,-0.0353041191,-0.000065348,0.0002525847,-0.0059004584,,,-0.0065165847,0.0060542654,-0.0227309247,-0.000755635,0.0032838219,-0.0072916712
1995-04-27,-0.0062581911,,0.0138329113,,0.0095669963,0.0021473462,-0.0004350463,-0.0023805755,0.0047451613,-0.0021402681,0.0016059299,,0.0415494846,-0.0003300929,-0.0142976164,,-0.0035644645,0.0030274676,-0.0021745728,-0.0058704036,,6.4375488154416E-05,,0.0104931419,-0.0108147767,,,0.0190701391,-0.0018121578,0.0174864287,,-0.0001606301,-0.0097517635,0.0021296647,0.0306800573,,0.0014480155,-0.0041145783,-0.0028164375,-0.0033469457,,,0.003063758,0.0010115698,-0.0011974856,0.0200289043,-0.005109764,,,0.0158334644,0.0003334105,8.49858493703385E-05,-0.0020690271,-0.0033380577,0.0157897273
